,iid,pid,match,age,age_o,gender,race,race_o,field_cd,career_c,imprace,imprelig,samerace,int_corr
72,8,13.0,1,25.0,22.0,0,2.0,4.0,13.0,6.0,1.0,1.0,0,0.42
73,8,14.0,1,25.0,23.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,-0.4
74,8,15.0,1,25.0,24.0,0,2.0,3.0,13.0,6.0,1.0,1.0,0,-0.23
75,8,16.0,1,25.0,25.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,0.28
76,8,17.0,0,25.0,30.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,0.05
77,8,18.0,1,25.0,27.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,0.17
78,8,19.0,1,25.0,28.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,-0.47
79,8,20.0,1,25.0,24.0,0,2.0,2.0,13.0,6.0,1.0,1.0,1,-0.21
80,9,11.0,0,26.0,27.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,0.19
81,9,12.0,1,26.0,22.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,0.03
82,9,13.0,1,26.0,22.0,0,6.0,4.0,13.0,9.0,1.0,1.0,0,0.68
83,9,14.0,1,26.0,23.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,-0.26
84,9,15.0,1,26.0,24.0,0,6.0,3.0,13.0,9.0,1.0,1.0,0,-0.01
85,9,16.0,1,26.0,25.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,0.42
86,9,17.0,1,26.0,30.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,0.21
87,9,18.0,0,26.0,27.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,0.1
88,9,19.0,1,26.0,28.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,-0.35
89,9,20.0,0,26.0,24.0,0,6.0,2.0,13.0,9.0,1.0,1.0,0,-0.23
90,10,11.0,0,26.0,27.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.3
91,10,12.0,0,26.0,22.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.65
92,10,13.0,1,26.0,22.0,0,2.0,4.0,13.0,9.0,4.0,4.0,0,-0.15
93,10,14.0,0,26.0,23.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.17
94,10,15.0,0,26.0,24.0,0,2.0,3.0,13.0,9.0,4.0,4.0,0,0.24
95,10,16.0,0,26.0,25.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.15
96,10,17.0,0,26.0,30.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.41
97,10,18.0,0,26.0,27.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.07
98,10,19.0,1,26.0,28.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.49
99,10,20.0,0,26.0,24.0,0,2.0,2.0,13.0,9.0,4.0,4.0,1,0.08
100,11,1.0,0,27.0,21.0,1,2.0,4.0,8.0,2.0,7.0,3.0,0,0.14
101,11,2.0,0,27.0,24.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,0.29
102,11,3.0,0,27.0,25.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,-0.24
103,11,4.0,0,27.0,23.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,-0.18
104,11,5.0,0,27.0,21.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,-0.43
105,11,6.0,0,27.0,23.0,1,2.0,4.0,8.0,2.0,7.0,3.0,0,0.33
106,11,7.0,0,27.0,22.0,1,2.0,4.0,8.0,2.0,7.0,3.0,0,0.19
107,11,8.0,0,27.0,25.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,-0.03
108,11,9.0,0,27.0,26.0,1,2.0,6.0,8.0,2.0,7.0,3.0,0,0.19
109,11,10.0,0,27.0,26.0,1,2.0,2.0,8.0,2.0,7.0,3.0,1,0.3
110,12,1.0,0,22.0,21.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,0.54
111,12,2.0,0,22.0,24.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,0.18
112,12,3.0,0,22.0,25.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.14
113,12,4.0,0,22.0,23.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.18
114,12,5.0,0,22.0,21.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,0.0
115,12,6.0,0,22.0,23.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,0.37
116,12,7.0,0,22.0,22.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,0.21
117,12,8.0,1,22.0,25.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.11
118,12,9.0,1,22.0,26.0,1,2.0,6.0,1.0,1.0,1.0,1.0,0,0.03
119,12,10.0,0,22.0,26.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,0.65
120,13,1.0,1,22.0,21.0,1,4.0,4.0,1.0,1.0,3.0,5.0,1,0.16
121,13,2.0,0,22.0,24.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,0.1
122,13,3.0,0,22.0,25.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,0.09
123,13,4.0,0,22.0,23.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,0.05
124,13,5.0,0,22.0,21.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,-0.17
125,13,6.0,0,22.0,23.0,1,4.0,4.0,1.0,1.0,3.0,5.0,1,-0.51
126,13,7.0,0,22.0,22.0,1,4.0,4.0,1.0,1.0,3.0,5.0,1,0.52
127,13,8.0,1,22.0,25.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,0.42
128,13,9.0,1,22.0,26.0,1,4.0,6.0,1.0,1.0,3.0,5.0,0,0.68
129,13,10.0,1,22.0,26.0,1,4.0,2.0,1.0,1.0,3.0,5.0,0,-0.15
130,14,1.0,1,23.0,21.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,0.61
131,14,2.0,1,23.0,24.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.21
132,14,3.0,0,23.0,25.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.04
133,14,4.0,1,23.0,23.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.18
134,14,5.0,1,23.0,21.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,0.08
135,14,6.0,1,23.0,23.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,0.12
136,14,7.0,1,23.0,22.0,1,2.0,4.0,1.0,1.0,1.0,1.0,0,-0.46
137,14,8.0,1,23.0,25.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,-0.4
138,14,9.0,1,23.0,26.0,1,2.0,6.0,1.0,1.0,1.0,1.0,0,-0.26
139,14,10.0,0,23.0,26.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1,0.17
140,15,1.0,1,24.0,21.0,1,3.0,4.0,1.0,1.0,3.0,1.0,0,0.21
141,15,2.0,0,24.0,24.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,0.32
142,15,3.0,0,24.0,25.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,-0.14
143,15,4.0,0,24.0,23.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,0.21
144,15,5.0,0,24.0,21.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,-0.16
145,15,6.0,0,24.0,23.0,1,3.0,4.0,1.0,1.0,3.0,1.0,0,0.35
146,15,7.0,0,24.0,22.0,1,3.0,4.0,1.0,1.0,3.0,1.0,0,-0.27
147,15,8.0,1,24.0,25.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,-0.23
148,15,9.0,1,24.0,26.0,1,3.0,6.0,1.0,1.0,3.0,1.0,0,-0.01
149,15,10.0,0,24.0,26.0,1,3.0,2.0,1.0,1.0,3.0,1.0,0,0.24
150,16,1.0,0,25.0,21.0,1,2.0,4.0,8.0,7.0,9.0,2.0,0,0.25
151,16,2.0,0,25.0,24.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,0.73
152,16,3.0,0,25.0,25.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,-0.3
153,16,4.0,0,25.0,23.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,0.37
154,16,5.0,0,25.0,21.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,0.06
155,16,6.0,0,25.0,23.0,1,2.0,4.0,8.0,7.0,9.0,2.0,0,0.19
156,16,7.0,0,25.0,22.0,1,2.0,4.0,8.0,7.0,9.0,2.0,0,0.59
157,16,8.0,1,25.0,25.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,0.28
158,16,9.0,1,25.0,26.0,1,2.0,6.0,8.0,7.0,9.0,2.0,0,0.42
159,16,10.0,0,25.0,26.0,1,2.0,2.0,8.0,7.0,9.0,2.0,1,0.15
160,17,1.0,0,30.0,21.0,1,2.0,4.0,13.0,2.0,1.0,1.0,0,0.34
161,17,2.0,0,30.0,24.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,0.6
162,17,3.0,0,30.0,25.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,-0.26
163,17,4.0,0,30.0,23.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,0.35
164,17,5.0,0,30.0,21.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,-0.05
165,17,6.0,0,30.0,23.0,1,2.0,4.0,13.0,2.0,1.0,1.0,0,0.47
166,17,7.0,0,30.0,22.0,1,2.0,4.0,13.0,2.0,1.0,1.0,0,0.31
167,17,8.0,0,30.0,25.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,0.05
168,17,9.0,1,30.0,26.0,1,2.0,6.0,13.0,2.0,1.0,1.0,0,0.21
169,17,10.0,0,30.0,26.0,1,2.0,2.0,13.0,2.0,1.0,1.0,1,0.41
170,18,1.0,0,27.0,21.0,1,2.0,4.0,8.0,7.0,8.0,8.0,0,0.5
171,18,2.0,0,27.0,24.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.07
172,18,3.0,0,27.0,25.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.29
173,18,4.0,0,27.0,23.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.15
174,18,5.0,0,27.0,21.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.07
175,18,6.0,0,27.0,23.0,1,2.0,4.0,8.0,7.0,8.0,8.0,0,0.03
176,18,7.0,0,27.0,22.0,1,2.0,4.0,8.0,7.0,8.0,8.0,0,0.08
177,18,8.0,1,27.0,25.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.17
178,18,9.0,0,27.0,26.0,1,2.0,6.0,8.0,7.0,8.0,8.0,0,0.1
179,18,10.0,0,27.0,26.0,1,2.0,2.0,8.0,7.0,8.0,8.0,1,0.07
180,19,1.0,1,28.0,21.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.28
181,19,2.0,1,28.0,24.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.11
182,19,3.0,0,28.0,25.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.15
183,19,4.0,1,28.0,23.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.47
184,19,5.0,1,28.0,21.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.13
185,19,6.0,1,28.0,23.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.46
186,19,7.0,1,28.0,22.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,-0.34
187,19,8.0,1,28.0,25.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.47
188,19,9.0,1,28.0,26.0,1,2.0,6.0,8.0,7.0,1.0,1.0,0,-0.35
189,19,10.0,1,28.0,26.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.49
190,20,1.0,0,24.0,21.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,-0.36
191,20,2.0,0,24.0,24.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.39
192,20,3.0,0,24.0,25.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.47
193,20,4.0,0,24.0,23.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.19
194,20,5.0,0,24.0,21.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.06
195,20,6.0,0,24.0,23.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.43
196,20,7.0,0,24.0,22.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,-0.16
197,20,8.0,1,24.0,25.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,-0.21
198,20,9.0,0,24.0,26.0,1,2.0,6.0,8.0,7.0,1.0,1.0,0,-0.23
199,20,10.0,0,24.0,26.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.08
200,21,40.0,0,21.0,25.0,0,4.0,4.0,5.0,10.0,8.0,10.0,1,-0.23
201,21,41.0,0,21.0,30.0,0,4.0,4.0,5.0,10.0,8.0,10.0,1,-0.3
202,21,42.0,0,21.0,23.0,0,4.0,4.0,5.0,10.0,8.0,10.0,1,0.46
203,21,43.0,0,21.0,24.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,0.43
204,21,44.0,0,21.0,24.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,-0.4
205,21,45.0,0,21.0,28.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,0.01
206,21,46.0,0,21.0,26.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,0.22
207,21,47.0,0,21.0,30.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,-0.06
208,21,48.0,0,21.0,22.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,-0.08
209,21,49.0,0,21.0,25.0,0,4.0,4.0,5.0,10.0,8.0,10.0,1,0.28
210,21,50.0,0,21.0,27.0,0,4.0,1.0,5.0,10.0,8.0,10.0,0,0.27
211,21,51.0,0,21.0,23.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,0.44
212,21,52.0,0,21.0,21.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,0.62
213,21,53.0,0,21.0,28.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,-0.08
214,21,54.0,0,21.0,28.0,0,4.0,2.0,5.0,10.0,8.0,10.0,0,-0.2
215,21,55.0,0,21.0,23.0,0,4.0,1.0,5.0,10.0,8.0,10.0,0,0.39
216,22,40.0,0,27.0,25.0,0,1.0,4.0,9.0,5.0,1.0,2.0,0,0.29
217,22,41.0,0,27.0,30.0,0,1.0,4.0,9.0,5.0,1.0,2.0,0,-0.23
218,22,42.0,0,27.0,23.0,0,1.0,4.0,9.0,5.0,1.0,2.0,0,0.44
219,22,43.0,0,27.0,24.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,-0.04
220,22,44.0,1,27.0,24.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,-0.21
221,22,45.0,1,27.0,28.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,-0.02
222,22,46.0,0,27.0,26.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,-0.33
223,22,47.0,0,27.0,30.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,0.27
224,22,48.0,0,27.0,22.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,0.73
225,22,49.0,0,27.0,25.0,0,1.0,4.0,9.0,5.0,1.0,2.0,0,-0.08
226,22,50.0,0,27.0,27.0,0,1.0,1.0,9.0,5.0,1.0,2.0,1,0.12
227,22,51.0,0,27.0,23.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,-0.52
228,22,52.0,0,27.0,21.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,0.03
229,22,53.0,0,27.0,28.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,0.5
230,22,54.0,0,27.0,28.0,0,1.0,2.0,9.0,5.0,1.0,2.0,0,0.33
231,22,55.0,0,27.0,23.0,0,1.0,1.0,9.0,5.0,1.0,2.0,1,0.16
232,23,40.0,0,21.0,25.0,0,4.0,4.0,3.0,3.0,9.0,6.0,1,0.22
233,23,41.0,0,21.0,30.0,0,4.0,4.0,3.0,3.0,9.0,6.0,1,0.06
234,23,42.0,0,21.0,23.0,0,4.0,4.0,3.0,3.0,9.0,6.0,1,0.41
235,23,43.0,1,21.0,24.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.35
236,23,44.0,1,21.0,24.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.17
237,23,45.0,1,21.0,28.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.1
238,23,46.0,0,21.0,26.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.52
239,23,47.0,0,21.0,30.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,0.21
240,23,48.0,0,21.0,22.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,0.58
241,23,49.0,0,21.0,25.0,0,4.0,4.0,3.0,3.0,9.0,6.0,1,-0.23
242,23,50.0,0,21.0,27.0,0,4.0,1.0,3.0,3.0,9.0,6.0,0,0.05
243,23,51.0,0,21.0,23.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.57
244,23,52.0,0,21.0,21.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,-0.13
245,23,53.0,0,21.0,28.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,0.49
246,23,54.0,0,21.0,28.0,0,4.0,2.0,3.0,3.0,9.0,6.0,0,0.35
247,23,55.0,0,21.0,23.0,0,4.0,1.0,3.0,3.0,9.0,6.0,0,0.1
248,24,40.0,0,27.0,25.0,0,2.0,4.0,11.0,9.0,2.0,3.0,0,-0.31
249,24,41.0,0,27.0,30.0,0,2.0,4.0,11.0,9.0,2.0,3.0,0,-0.07
250,24,42.0,0,27.0,23.0,0,2.0,4.0,11.0,9.0,2.0,3.0,0,0.09
251,24,43.0,0,27.0,24.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,-0.32
252,24,44.0,0,27.0,24.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.54
253,24,45.0,0,27.0,28.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,-0.19
254,24,46.0,0,27.0,26.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.24
255,24,47.0,0,27.0,30.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.04
256,24,48.0,0,27.0,22.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.05
257,24,49.0,0,27.0,25.0,0,2.0,4.0,11.0,9.0,2.0,3.0,0,-0.04
258,24,50.0,0,27.0,27.0,0,2.0,1.0,11.0,9.0,2.0,3.0,0,-0.12
259,24,51.0,0,27.0,23.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,-0.07
260,24,52.0,0,27.0,21.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,-0.01
261,24,53.0,0,27.0,28.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.48
262,24,54.0,0,27.0,28.0,0,2.0,2.0,11.0,9.0,2.0,3.0,1,0.49
263,24,55.0,0,27.0,23.0,0,2.0,1.0,11.0,9.0,2.0,3.0,0,-0.22
264,25,40.0,0,25.0,25.0,0,2.0,4.0,11.0,9.0,10.0,2.0,0,-0.12
265,25,41.0,0,25.0,30.0,0,2.0,4.0,11.0,9.0,10.0,2.0,0,0.09
266,25,42.0,0,25.0,23.0,0,2.0,4.0,11.0,9.0,10.0,2.0,0,0.58
267,25,43.0,0,25.0,24.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,-0.2
268,25,44.0,0,25.0,24.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,-0.29
269,25,45.0,0,25.0,28.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,-0.01
270,25,46.0,0,25.0,26.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,-0.24
271,25,47.0,0,25.0,30.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,-0.05
272,25,48.0,0,25.0,22.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,0.38
273,25,49.0,0,25.0,25.0,0,2.0,4.0,11.0,9.0,10.0,2.0,0,0.06
274,25,50.0,0,25.0,27.0,0,2.0,1.0,11.0,9.0,10.0,2.0,0,0.35
275,25,51.0,0,25.0,23.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,0.11
276,25,52.0,0,25.0,21.0,0,2.0,2.0,11.0,9.0,10.0,2.0,1,0.28
